"num","title","link","year","word.count","president","party","eoMatches","matchWords","st.flag","matchWords.num","stMatch.count","stMatchRatio","PropSTtopic"
"13046","Further Amendment to Executive Order 12975, Extension of the National Bioethics Advisory Commission","http://www.presidency.ucsb.edu/ws/index.php?pid=54145","1997",89,"42-William J. Clinton","D","12975","",FALSE,0,0,0,0.136365082611759
"11438","Prescribing Procedures Governing Interdepartmental Cash Awards to the Members of the Armed Forces","http://www.presidency.ucsb.edu/ws/index.php?pid=59176","1968",494,"36-Lyndon B. Johnson","D","","__science/research__; __economy__; __DOT__; __DOD__",TRUE,4,6,0.0121457489878543,0.135714612243965
"11268","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=105690","1966",93,"36-Lyndon B. Johnson","D","11248","__science/research__; __engineering__; __DOD__",TRUE,3,2,0.021505376344086,0.133335333313334
"9673","Transfer of Certain Production Research and Development Functions from the Civilian Production Administration to the Department of Commerce","http://www.presidency.ucsb.edu/ws/index.php?pid=78049","1946",194,"33-Harry S. Truman","D","","__science/research__; __DOC__; __war__; __OMB__",TRUE,4,3,0.0154639175257732,0.128572306118688
"12509","Technical Review Group on Inertial Confinement Fusion","http://www.presidency.ucsb.edu/ws/index.php?pid=38464","1985",387,"40-Ronald Reagan","R","","__DOD__; __OSTP__; __energy__; __science/research__; __DOE__",TRUE,5,6,0.0155038759689922,0.125000086805134
"12961","Presidential Advisory Committee on Gulf War Veterans' Illnesses","http://www.presidency.ucsb.edu/ws/index.php?pid=51416","1995",781,"42-William J. Clinton","D","","__war__; __DOD__; __VA__; __HHS__; __science/research__; __medical__; __health__; __NIH__; __technology__; __environment__",TRUE,10,13,0.0166453265044814,0.119298303477851
"12517","Delegation Concerning the United States- India Fund for Cultural, Educational, and Scientific Cooperation","http://www.presidency.ucsb.edu/ws/index.php?pid=38703","1985",183,"40-Ronald Reagan","R","","__education__; __science/research__; __State__; __DOC__; __DOTr__",TRUE,5,3,0.0163934426229508,0.117648096877672
"12641","John C. Stennis Space Center","http://www.presidency.ucsb.edu/ws/index.php?pid=35861","1988",214,"40-Ronald Reagan","R","","__NASA__; __technology__",TRUE,2,3,0.014018691588785,0.116667361105324
"10799","Providing Further for the Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended","http://www.presidency.ucsb.edu/ws/index.php?pid=106497","1959",218,"34-Dwight D. Eisenhower","R","10560","__NSF__; __OMB__; __science/research__",TRUE,3,4,0.018348623853211,0.11538542898626
"13134","Developing and Promoting Biobased Products and Bioenergy","http://www.presidency.ucsb.edu/ws/index.php?pid=58047","1999",1565,"42-William J. Clinton","D","13101","__energy__; __technology__; __economy__; __foreign__; __science/research__; __USDA__; __EPA__; __OMB__; __NSF__; __environment__; __DOE__; __security__; __budget__; __university__",TRUE,14,64,0.0408945686900958,0.114958475802032
"9942","Providing for the Performance of Certain Functions Under the Rubber Act of 1948","http://www.presidency.ucsb.edu/ws/index.php?pid=78179","1948",244,"33-Harry S. Truman","D","","__DOC__; __science/research__",TRUE,2,1,0.00409836065573771,0.114755173335213
"11195","Placing Additional Positions in Levels IV and V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=60528","1965",123,"36-Lyndon B. Johnson","D","11189","__State__; __science/research__; __economy__",TRUE,3,1,0.00813008130081301,0.114286938758018
"10739","Amendment of Executive Order No. 10152, Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services","http://www.presidency.ucsb.edu/ws/index.php?pid=106344","1957",154,"34-Dwight D. Eisenhower","R","10152; 10618","",FALSE,0,0,0,0.113208793157775
"11393","Amending Executive Order No. 11248, Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106201","1968",91,"36-Lyndon B. Johnson","D","11248; 11268","__science/research__; __engineering__; __DOD__",TRUE,3,2,0.021978021978022,0.111113991748209
"12026","Energy Department Employees","http://www.presidency.ucsb.edu/ws/index.php?pid=6986","1977",141,"39-Jimmy Carter","D","","__energy__; __DOE__; __AEC__; __science/research__",TRUE,4,7,0.049645390070922,0.111112345668039
"11953","Assigning Emergency Preparedness Functions to the Energy Research and Development Administration and Nuclear Regulatory Commission","http://www.presidency.ucsb.edu/ws/index.php?pid=23763","1977",1391,"38-Gerald R. Ford","R","11490; 11921","__energy__; __science/research__; __NRC__; __security__; __AEC__; __nuclear__; __DOD__; __health__; __environment__; __technology__; __engineering__; __foreign__; __DOC__; __State__",TRUE,14,75,0.0539180445722502,0.111111185933345
"12420","Incentive Pay for Hazardous Duty","http://www.presidency.ucsb.edu/ws/index.php?pid=41308","1983",314,"40-Ronald Reagan","R","11157","__medical__; __science/research__",TRUE,2,2,0.00636942675159236,0.108696148390498
"12747","National Nutrition Monitoring Advisory Council","http://www.presidency.ucsb.edu/ws/index.php?pid=23586","1991",990,"41-George H. W. Bush","R","","__science/research__; __USDA__; __HHS__; __health__; __medical__; __education__; __technology__; __engineering__; __economy__",TRUE,9,12,0.0121212121212121,0.108187268732063
"11394","Establishing the President's Commission for the Observance of Human Rights Year 1968","http://www.presidency.ucsb.edu/ws/index.php?pid=60559","1968",854,"36-Lyndon B. Johnson","D","","__State__; __DOJ__; __DOL__; __health__; __education__; __HUD__",FALSE,6,0,0,0.105882495962755
"12069","Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=31027","1978",107,"39-Jimmy Carter","D","","__DOT__; __science/research__",TRUE,2,1,0.00934579439252336,0.103450297237279
"13041","Further Amendment to Executive Order 13010, as Amended","http://www.presidency.ucsb.edu/ws/index.php?pid=53960","1997",164,"42-William J. Clinton","D","13010","__economy__; __OSTP__",TRUE,2,2,0.0121951219512195,0.102564825759538
"11095","Assigning Emergency Preparedness Functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation","http://www.presidency.ucsb.edu/ws/index.php?pid=59034","1963",1850,"35-John F. Kennedy","D","10952","__NASA__; __NSF__; __DOI__; __DOD__; __health__; __education__; __USDA__; __DOC__; __science/research__; __economy__; __DOL__; __technology__; __medical__; __OSTP__; __engineering__; __war__; __math__",TRUE,17,37,0.02,0.102232760932371
"13111","Using Technology To Improve Training Opportunities for Federal Government Employees","http://www.presidency.ucsb.edu/ws/index.php?pid=57256","1999",2325,"42-William J. Clinton","D","11348","__technology__; __education__; __State__; __HHS__; __HUD__; __energy__; __EPA__; __security__; __DOL__; __economy__; __science/research__; __university__; __innovation__; __DOD__; __NIST__; __computing__; __OMB__; __budget__",TRUE,18,57,0.0245161290322581,0.100116449264826
"12894","North Pacific Marine Science Organization","http://www.presidency.ucsb.edu/ws/index.php?pid=50476","1994",148,"42-William J. Clinton","D","","__science/research__",TRUE,1,3,0.0202702702702703,0.100001166660833
"13089","Coral Reef Protection","http://www.presidency.ucsb.edu/ws/index.php?pid=56122","1998",1331,"42-William J. Clinton","D","","__environment__; __health__; __economy__; __education__; __science/research__; __war__; __security__; __DOI__; __DOC__; __NOAA__; __EPA__; __DOJ__; __USDA__; __DOD__; __State__; __DOT__; __NSF__; __NASA__",TRUE,18,19,0.01427498121713,0.100000071428495
"12618","Uniform Treatment of Federally Funded Inventions","http://www.presidency.ucsb.edu/ws/index.php?pid=33850","1987",256,"40-Ronald Reagan","R","12591","__science/research__",TRUE,1,2,0.0078125,0.0963859340945317
"13107","Implementation of Human Rights Treaties","http://www.presidency.ucsb.edu/ws/index.php?pid=55386","1998",1179,"42-William J. Clinton","D","","__security__; __State__; __DOJ__; __DOL__; __DOD__; __education__",FALSE,6,0,0,0.0957944694950265
"12428","President's Commission on Industrial Competitiveness","http://www.presidency.ucsb.edu/ws/index.php?pid=41529","1983",419,"40-Ronald Reagan","R","","__technology__; __DOC__",TRUE,2,4,0.00954653937947494,0.0952385163577786
"10887","Designating the Department of Commerce To Perform Functions With Respect to Participation of the United States in the Century 21 Exposition","http://www.presidency.ucsb.edu/ws/index.php?pid=106552","1960",220,"34-Dwight D. Eisenhower","R","","__DOC__; __State__; __NSF__; __science/research__",TRUE,4,2,0.00909090909090909,0.0923082366805281
"13218","21st Century Workforce Initiative","http://www.presidency.ucsb.edu/ws/index.php?pid=61499","2001",1146,"43-George W. Bush","R","13111; 13174","__DOL__; __education__; __technology__; __science/research__; __economy__",TRUE,5,9,0.00785340314136126,0.0911529364832121
"11411","Amending Executive Order No. 11394, Relating to the President's Commission for the Observance of Human Rights Year 1968","http://www.presidency.ucsb.edu/ws/index.php?pid=106185","1968",105,"36-Lyndon B. Johnson","D","11394","",FALSE,0,0,0,0.0909110192603726
"12898","Federal Actions To Address Environmental Justice in Minority Populations and Low-Income Populations","http://www.presidency.ucsb.edu/ws/index.php?pid=49631","1994",1707,"42-William J. Clinton","D","11001; 11050; 12856; 12250; 12875","__environment__; __health__; __EPA__; __DOD__; __HHS__; __HUD__; __DOL__; __USDA__; __DOT__; __DOJ__; __DOI__; __DOC__; __DOE__; __OMB__; __OSTP__; __economy__; __science/research__",TRUE,17,7,0.00410076157000586,0.0894161592918255
"11514","Protection and Enhancement of Environmental Quality","http://www.presidency.ucsb.edu/ws/index.php?pid=59077","1970",1061,"37-Richard Nixon","R","11472","__environment__; __CEQ__; __science/research__; __foreign__; __State__; __technology__; __budget__; __OSTP__",TRUE,8,7,0.00659754948162111,0.0891893148281381
"13215","Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended","http://www.presidency.ucsb.edu/ws/index.php?pid=61496","2001",295,"43-George W. Bush","R","13035; 13092; 13113; 13200","__technology__; __computing__; __science/research__",TRUE,3,5,0.0169491525423729,0.0857149795858893
"10096","Providing for a Uniform Patent Policy for the Government with Respect to Inventions Made by Government Employees and for the Administration of Such Policy","http://www.presidency.ucsb.edu/ws/index.php?pid=59346","1950",1692,"33-Harry S. Truman","D","9865; 9912","__science/research__; __technology__; __foreign__; __security__; __health__; __USDA__; __university__; __DOC__; __DOI__; __DOJ__; __State__; __DOD__; __AEC__",TRUE,13,11,0.00650118203309693,0.0830258922127052
"11351","Amending Executive Order No. 11318, Designating the European Space Research Organization as a Public International Organization","http://www.presidency.ucsb.edu/ws/index.php?pid=106089","1967",88,"36-Lyndon B. Johnson","D","11318","__science/research__",TRUE,1,1,0.0113636363636364,0.0800030399635205
"13676","Combating Antibiotic-Resistant Bacteria","http://www.presidency.ucsb.edu/ws/index.php?pid=107546","2014",2276,"44-Barack Obama","D","","__medical__; __health__; __economy__; __HHS__; __science/research__; __technology__; __security__; __OSTP__; __OMB__; __DOD__; __State__; __DOJ__; __VA__; __DHS__; __EPA__; __NSF__; __PCAST__; __USDA__; __budget__; __environment__",TRUE,20,23,0.0101054481546573,0.0797546749971319
"12194","Radiation Policy Council","http://www.presidency.ucsb.edu/ws/index.php?pid=32963","1980",467,"39-Jimmy Carter","D","","__DOD__; __DOJ__; __DOC__; __DOL__; __health__; __education__; __HUD__; __DOT__; __DOE__; __EPA__; __NSF__; __NRC__; __OSTP__; __OMB__; __CEQ__",TRUE,15,4,0.00856531049250535,0.0789477666191887
"12038","Department of Energy","http://www.presidency.ucsb.edu/ws/index.php?pid=30050","1978",1582,"39-Jimmy Carter","D","11647; 11790; 11912; 10485; 11969; 11331; 11177; 10127; 10865; 10899; 11057; 11477; 11752; 11761; 11652; 11902; 11905; 11345; 11371; 11578; 11658; 11659; 10480; 11030; 11490; 12009","__DOE__; __energy__; __science/research__; __DOI__; __AEC__; __NRC__; __security__; __nuclear__; __foreign__; __OMB__",TRUE,10,75,0.0474083438685209,0.0752942289271524
"12545","National Commission on Space","http://www.presidency.ucsb.edu/ws/index.php?pid=37058","1986",108,"40-Ronald Reagan","R","12490","__NASA__",TRUE,1,1,0.00925925925925926,0.0740758572925887
"13642","Making Open and Machine Readable the New Default for Government Information","http://www.presidency.ucsb.edu/ws/index.php?pid=103579","2013",1030,"44-Barack Obama","D","","__economy__; __innovation__; __science/research__; __war__; __health__; __medical__; __education__; __energy__; __security__; __OMB__; __technology__; __OSTP__; __budget__",TRUE,13,11,0.0106796116504854,0.0730479820312659
"13546","Optimizing the Security of Biological Select Agents and Toxins in the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=88148","2010",1648,"44-Barack Obama","D","","__security__; __science/research__; __HHS__; __DOJ__; __health__; __USDA__; __economy__; __State__; __DOD__; __DOC__; __DOT__; __DOL__; __DOE__; __VA__; __DHS__; __EPA__; __OSTP__; __computing__; __OMB__; __budget__",TRUE,20,7,0.00424757281553398,0.0730224263418746
"12869","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=61562","1993",524,"42-William J. Clinton","D","11145; 12196; 11183; 12367; 12216; 11776; 11287; 12345; 12131; 12382; 12700; 12792; 12813; 12815; 12720; 12783; 12696; 12756; 12687; 12741; 12785; 12675; 12774","__DOI__; __health__; __DOL__; __HHS__; __science/research__; __NSF__; __DOC__; __security__; __DOD__; __technology__; __OSTP__; __education__",TRUE,12,5,0.00954198473282443,0.072993217538051
"11311","Carrying out Provisions of the Beirut Agreement of 1948 Relating to Audio-Visual Materials","http://www.presidency.ucsb.edu/ws/index.php?pid=59164","1966",203,"36-Lyndon B. Johnson","D","","__war__; __education__; __science/research__",TRUE,3,1,0.00492610837438424,0.0714298469296648
"13045","Protection of Children From Environmental Health Risks and Safety Risks","http://www.presidency.ucsb.edu/ws/index.php?pid=54029","1997",1670,"42-William J. Clinton","D","12866; 12606","__environment__; __health__; __science/research__; __DOD__; __economy__; __NSTC__; __CEQ__; __OMB__; __HHS__; __EPA__; __DOEd__; __DOL__; __DOJ__; __DOE__; __HUD__; __USDA__; __DOT__; __OSTP__; __budget__",TRUE,19,18,0.0107784431137725,0.0708783409820142
"13335","Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator","http://www.presidency.ucsb.edu/ws/index.php?pid=61429","2004",946,"43-George W. Bush","R","","__health__; __technology__; __HHS__; __medical__; __science/research__; __economy__; __security__; __computing__; __OMB__; __VA__; __DOD__",TRUE,11,29,0.0306553911205074,0.0683963816080406
"13225","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=61506","2001",580,"43-George W. Bush","R","11145; 12196; 12900; 13021; 11183; 12367; 12216; 11287; 12994; 12345; 12131; 12382; 12905; 13134; 13080; 13090; 13136; 13168; 13075; 13138","__DOI__; __health__; __DOL__; __education__; __DOEd__; __university__; __science/research__; __NSF__; __HHS__; __DOC__; __security__; __DOD__; __environment__; __energy__; __economy__; __war__",TRUE,16,9,0.0155172413793103,0.0683233903000301
"13511","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=86712","2009",416,"44-Barack Obama","D","11145; 13231; 12196; 13256; 13270; 11183; 12994; 12367; 12216; 11287; 13265; 13226; 12131; 12382; 12905; 13446","__DOI__; __DHS__; __health__; __DOL__; __university__; __DOEd__; __HHS__; __science/research__; __NSF__; __PCAST__; __OSTP__; __DOC__; __security__; __environment__",TRUE,14,8,0.0192307692307692,0.0677971128960361
"10287","Revoking Executive Order No. 8304 of January 14, 1939 and Abolishing the Federal Real Estate Board","http://www.presidency.ucsb.edu/ws/index.php?pid=78424","1951",47,"33-Harry S. Truman","D","","",FALSE,0,0,0,0.0666711109629679
"13563","Improving Regulation and Regulatory Review","http://www.presidency.ucsb.edu/ws/index.php?pid=88917","2011",1146,"44-Barack Obama","D","12866","__health__; __environment__; __economy__; __innovation__; __science/research__; __computing__; __war__; __technology__; __OMB__; __budget__",TRUE,10,12,0.0104712041884817,0.0663617241540282
"11819","Membership of the Energy Resources Council","http://www.presidency.ucsb.edu/ws/index.php?pid=23903","1974",227,"38-Gerald R. Ford","R","11814","__energy__; __DOI__; __economy__; __State__; __DOTr__; __DOD__; __DOJ__; __DOC__; __DOT__; __AEC__; __OMB__; __science/research__; __EPA__; __CEQ__; __NSF__",TRUE,15,7,0.0308370044052863,0.061539526619026
"10892","Amendment of Executive Order 10152, Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services","http://www.presidency.ucsb.edu/ws/index.php?pid=106559","1960",217,"34-Dwight D. Eisenhower","R","10152","__science/research__; __nuclear__; __DOD__",TRUE,3,2,0.00921658986175115,0.0609766061831481
"12399","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=42161","1982",572,"40-Ronald Reagan","R","11145; 11183; 11287; 12345; 11776; 12131; 12395; 12190; 12196; 12216; 12296; 12332; 12367; 12382; 12039; 12168; 12202; 12229; 12303; 12308; 12310; 12323; 12329; 12360; 12137; 12258","__DOI__; __science/research__; __NSF__; __HHS__; __DOC__; __health__; __DOL__; __economy__; __DOTr__; __security__; __DOD__; __engineering__; __technology__; __nuclear__",TRUE,14,6,0.0104895104895105,0.060241384815106
"13260","Establishing the Presidents Homeland Security Advisory Council and Senior Advisory Committees for Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=61356","2002",799,"43-George W. Bush","R","","__security__; __science/research__; __technology__; __PCAST__; __health__",TRUE,5,7,0.00876095118898623,0.0592337153537068
"13689","Enhancing Coordination of National Efforts in the Arctic","http://www.presidency.ucsb.edu/ws/index.php?pid=109268","2015",1508,"44-Barack Obama","D","","__economy__; __energy__; __environment__; __science/research__; __war__; __OSTP__; __CEQ__; __security__; __State__; __HHS__; __EPA__; __NASA__; __NSF__; __OMB__; __budget__",TRUE,15,13,0.00862068965517241,0.0590063023223422
"11986","Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=7545","1977",186,"39-Jimmy Carter","D","11861","__DOD__; __science/research__; __engineering__",TRUE,3,2,0.010752688172043,0.0588247981396297
"11855","Membership of the Energy Resources Council","http://www.presidency.ucsb.edu/ws/index.php?pid=23927","1975",249,"38-Gerald R. Ford","R","11814","__energy__; __State__; __DOTr__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __health__; __education__; __HUD__; __DOT__; __OMB__; __economy__; __science/research__; __NRC__; __EPA__; __CEQ__; __NSF__; __security__",TRUE,20,7,0.0281124497991968,0.0579722117150215
"11089","Assigning Emergency Preparedness Functions to the Atomic Energy Commission","http://www.presidency.ucsb.edu/ws/index.php?pid=59028","1963",891,"35-John F. Kennedy","D","","__AEC__; __nuclear__; __energy__; __DOD__; __technology__; __health__; __science/research__; __engineering__; __foreign__; __education__",TRUE,10,34,0.0381593714927048,0.0532689556717136
"12712","Adding the Secretary of Energy to the National Space Council","http://www.presidency.ucsb.edu/ws/index.php?pid=23557","1990",83,"41-George H. W. Bush","R","12675","__DOE__",TRUE,1,3,0.036144578313253,0.0526343488992627
