"num","title","link","year","word.count","president","party","matchWords","st.flag","stMatchRatio"
"11932","Classification of Certain Information and Material Obtained From Advisory Bodies Created to Implement the International Energy Program","http://www.presidency.ucsb.edu/ws/index.php?pid=59206","1976",535,"38-Gerald R. Ford","R","__energy__; __foreign__; __security__; __State__; __DOJ__",TRUE,0.0168224299065421
"12961","Presidential Advisory Committee on Gulf War Veterans' Illnesses","http://www.presidency.ucsb.edu/ws/index.php?pid=51416","1995",781,"42-William J. Clinton","D","__war__; __DOD__; __VA__; __HHS__; __science/research__; __medical__; __health__; __NIH__; __technology__; __environment__; __GSA__",TRUE,0.0166453265044814
"12517","Delegation Concerning the United States- India Fund for Cultural, Educational, and Scientific Cooperation","http://www.presidency.ucsb.edu/ws/index.php?pid=38703","1985",183,"40-Ronald Reagan","R","__education__; __science/research__; __State__; __DOC__; __DOTr__",TRUE,0.0163934426229508
"9913","Terminating the Office of Scientific Research and Development and Providing for the Completion of Its Liquidation","http://www.presidency.ucsb.edu/ws/index.php?pid=78155","1947",253,"33-Harry S. Truman","D","__OSTP__; __OMB__",TRUE,0.0158102766798419
"13225","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=61506","2001",580,"43-George W. Bush","R","__DOI__; __health__; __DOL__; __education__; __DOEd__; __university__; __art__; __science/research__; __NSF__; __HHS__; __DOC__; __security__; __DOD__; __environment__; __GSA__; __energy__; __economy__; __war__",TRUE,0.0155172413793103
"12509","Technical Review Group on Inertial Confinement Fusion","http://www.presidency.ucsb.edu/ws/index.php?pid=38464","1985",387,"40-Ronald Reagan","R","__DOD__; __OSTP__; __energy__; __science/research__; __DOE__",TRUE,0.0155038759689922
"9673","Transfer of Certain Production Research and Development Functions from the Civilian Production Administration to the Department of Commerce","http://www.presidency.ucsb.edu/ws/index.php?pid=78049","1946",194,"33-Harry S. Truman","D","__science/research__; __DOC__; __war__; __OMB__",TRUE,0.0154639175257732
"12129","Critical Energy Facility Program","http://www.presidency.ucsb.edu/ws/index.php?pid=32160","1979",656,"39-Jimmy Carter","D","__energy__; __OMB__; __nuclear__; __DOI__; __USDA__; __DOC__; __DOT__; __DOE__; __EPA__; __CEQ__; __DOD__",TRUE,0.0152439024390244
"12346","Synthetic Fuels","http://www.presidency.ucsb.edu/ws/index.php?pid=42021","1982",395,"40-Ronald Reagan","R","__DOE__; __energy__; __security__",TRUE,0.0151898734177215
"11911","Preservation of Endangered Species","http://www.presidency.ucsb.edu/ws/index.php?pid=60470","1976",596,"38-Gerald R. Ford","R","__DOI__; __science/research__; __USDA__; __DOC__; __health__; __education__; __NSF__; __CEQ__; __DOTr__; __State__",TRUE,0.0151006711409396
"12844","Federal Use of Alternative Fueled Vehicles","http://www.presidency.ucsb.edu/ws/index.php?pid=61540","1993",873,"42-William J. Clinton","D","__energy__; __economy__; __DOE__; __GSA__; __OMB__; __DOD__; __DOTr__; __DOJ__; __security__",TRUE,0.0148911798396334
"12003","Energy Policy and Conservation","http://www.presidency.ucsb.edu/ws/index.php?pid=7842","1977",1832,"39-Jimmy Carter","D","__energy__; __GSA__; __economy__; __OMB__; __DOD__; __HUD__; __ERDA__; __budget__",TRUE,0.0147379912663755
"13693","Planning for Federal Sustainability in the Next Decade","http://www.presidency.ucsb.edu/ws/index.php?pid=109819","2015",7174,"44-Barack Obama","D","__energy__; __economy__; __health__; __environment__; __innovation__; __security__; __CEQ__; __OMB__; __technology__; __EPA__; __nuclear__; __DOD__; __DOE__; __USDA__; __war__; __GSA__; __education__; __medical__; __budget__",TRUE,0.0143574017284639
"11790","Providing for the Effectuation of the Federal Energy Administration Act of 1974","http://www.presidency.ucsb.edu/ws/index.php?pid=59130","1974",980,"37-Richard Nixon","R","__energy__; __economy__; __DOI__; __OMB__",TRUE,0.0142857142857143
"13089","Coral Reef Protection","http://www.presidency.ucsb.edu/ws/index.php?pid=56122","1998",1331,"42-William J. Clinton","D","__environment__; __health__; __economy__; __education__; __science/research__; __war__; __security__; __DOI__; __DOC__; __NOAA__; __EPA__; __DOJ__; __USDA__; __DOD__; __State__; __DOT__; __NSF__; __NASA__",TRUE,0.01427498121713
"12641","John C. Stennis Space Center","http://www.presidency.ucsb.edu/ws/index.php?pid=35861","1988",214,"40-Ronald Reagan","R","__NASA__; __GSA__; __technology__",TRUE,0.014018691588785
"12242","Synthetic Fuels","http://www.presidency.ucsb.edu/ws/index.php?pid=45171","1980",797,"39-Jimmy Carter","D","__DOD__; __DOE__; __energy__; __security__; __DOTr__",TRUE,0.013801756587202
"13137","Further Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission","http://www.presidency.ucsb.edu/ws/index.php?pid=56517","1999",367,"42-William J. Clinton","D","__HHS__; __science/research__; __medical__; __health__",TRUE,0.0136239782016349
"12891","Advisory Committee on Human Radiation Experiments","http://www.presidency.ucsb.edu/ws/index.php?pid=50220","1994",1038,"42-William J. Clinton","D","__DOE__; __DOD__; __HHS__; __VA__; __DOJ__; __NASA__; __OMB__; __science/research__; __environment__; __health__; __AEC__; __war__; __education__; __medical__; __GSA__",TRUE,0.0134874759152216
"12806","Establishment of a Fetal Tissue Bank","http://www.presidency.ucsb.edu/ws/index.php?pid=23740","1992",229,"41-George H. W. Bush","R","__science/research__; __HHS__; __medical__",TRUE,0.0131004366812227
"13149","Greening the Government Through Federal Fleet and Transportation Efficiency","http://www.presidency.ucsb.edu/ws/index.php?pid=61643","2000",2263,"42-William J. Clinton","D","__energy__; __technology__; __security__; __health__; __environment__; __economy__; __innovation__; __EPA__; __OMB__; __DOE__; __GSA__; __budget__; __education__; __DOD__",TRUE,0.0123729562527618
"11751","Authorizing the Secretary of Transportation to Grant Exemptions From Daylight Saving Time and Realignments of Time Zone Limits","http://www.presidency.ucsb.edu/ws/index.php?pid=106776","1973",325,"37-Richard Nixon","R","__DOT__; __energy__; __health__; __education__",TRUE,0.0123076923076923
"13041","Further Amendment to Executive Order 13010, as Amended","http://www.presidency.ucsb.edu/ws/index.php?pid=53960","1997",164,"42-William J. Clinton","D","__economy__; __OSTP__",TRUE,0.0121951219512195
"11438","Prescribing Procedures Governing Interdepartmental Cash Awards to the Members of the Armed Forces","http://www.presidency.ucsb.edu/ws/index.php?pid=59176","1968",494,"36-Lyndon B. Johnson","D","__science/research__; __economy__; __DOT__; __DOD__",TRUE,0.0121457489878543
"12747","National Nutrition Monitoring Advisory Council","http://www.presidency.ucsb.edu/ws/index.php?pid=23586","1991",990,"41-George H. W. Bush","R","__science/research__; __USDA__; __HHS__; __health__; __medical__; __education__; __technology__; __engineering__; __economy__; __GSA__",TRUE,0.0121212121212121
"11351","Amending Executive Order No. 11318, Designating the European Space Research Organization as a Public International Organization","http://www.presidency.ucsb.edu/ws/index.php?pid=106089","1967",88,"36-Lyndon B. Johnson","D","__science/research__",TRUE,0.0113636363636364
"13302","Amending Executive Order 13212, Actions To Expedite Energy-Related Projects","http://www.presidency.ucsb.edu/ws/index.php?pid=61397","2003",637,"43-George W. Bush","R","__energy__; __DOE__; __State__; __HUD__; __education__; __HHS__; __DOJ__; __EPA__; __GSA__; __OMB__; __economy__; __CEQ__",TRUE,0.010989010989011
"13045","Protection of Children From Environmental Health Risks and Safety Risks","http://www.presidency.ucsb.edu/ws/index.php?pid=54029","1997",1670,"42-William J. Clinton","D","__environment__; __health__; __science/research__; __DOD__; __economy__; __NSTC__; __CEQ__; __OMB__; __HHS__; __EPA__; __DOEd__; __DOL__; __DOJ__; __DOE__; __HUD__; __USDA__; __DOT__; __OSTP__; __budget__",TRUE,0.0107784431137725
"11986","Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=7545","1977",186,"39-Jimmy Carter","D","__DOD__; __science/research__; __engineering__",TRUE,0.010752688172043
"13432","Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines","http://www.presidency.ucsb.edu/ws/index.php?pid=75108","2007",1116,"43-George W. Bush","R","__environment__; __DOT__; __DOE__; __EPA__; __science/research__; __economy__; __energy__; __OMB__; __technology__; __USDA__; __CEQ__; __budget__",TRUE,0.010752688172043
"13642","Making Open and Machine Readable the New Default for Government Information","http://www.presidency.ucsb.edu/ws/index.php?pid=103579","2013",1030,"44-Barack Obama","D","__economy__; __innovation__; __science/research__; __war__; __health__; __medical__; __education__; __energy__; __security__; __OMB__; __technology__; __OSTP__; __budget__",TRUE,0.0106796116504854
"13605","Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources","http://www.presidency.ucsb.edu/ws/index.php?pid=100510","2012",761,"44-Barack Obama","D","__energy__; __economy__; __health__; __science/research__; __environment__; __DOD__; __DOI__; __USDA__; __DOC__; __HHS__; __DOT__; __DOE__; __DHS__; __EPA__; __CEQ__; __OSTP__; __OMB__; __budget__",TRUE,0.0105124835742444
"12399","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=42161","1982",572,"40-Ronald Reagan","R","__DOI__; __science/research__; __NSF__; __HHS__; __DOC__; __health__; __DOL__; __economy__; __DOTr__; __art__; __security__; __DOD__; __GSA__; __engineering__; __technology__; __nuclear__",TRUE,0.0104895104895105
"13423","Strengthening Federal Environmental, Energy, and Transportation Management","http://www.presidency.ucsb.edu/ws/index.php?pid=24469","2007",2481,"43-George W. Bush","R","__environment__; __energy__; __economy__; __computing__; __OMB__; __CEQ__; __budget__; __EPA__; __DOD__",TRUE,0.0104796453043128
"13563","Improving Regulation and Regulatory Review","http://www.presidency.ucsb.edu/ws/index.php?pid=88917","2011",1146,"44-Barack Obama","D","__health__; __environment__; __economy__; __innovation__; __science/research__; __computing__; __war__; __technology__; __OMB__; __budget__",TRUE,0.0104712041884817
"13676","Combating Antibiotic-Resistant Bacteria","http://www.presidency.ucsb.edu/ws/index.php?pid=107546","2014",2276,"44-Barack Obama","D","__medical__; __health__; __economy__; __HHS__; __science/research__; __technology__; __security__; __NSC__; __OSTP__; __OMB__; __DOD__; __State__; __DOJ__; __VA__; __DHS__; __EPA__; __NSF__; __PCAST__; __USDA__; __budget__; __environment__; __GSA__",TRUE,0.0101054481546573
"9865","Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government","http://www.presidency.ucsb.edu/ws/index.php?pid=59309","1947",699,"33-Harry S. Truman","D","__science/research__; __foreign__; __DOC__; __health__; __State__; __economy__; __AEC__; __security__",TRUE,0.0100143061516452
"12428","President's Commission on Industrial Competitiveness","http://www.presidency.ucsb.edu/ws/index.php?pid=41529","1983",419,"40-Ronald Reagan","R","__technology__; __DOC__; __GSA__",TRUE,0.00954653937947494
"13589","Promoting Efficient Spending","http://www.presidency.ucsb.edu/ws/index.php?pid=97020","2011",841,"44-Barack Obama","D","__budget__; __OMB__; __technology__; __computing__",TRUE,0.00951248513674197
"12742","National Security Industrial Responsiveness","http://www.presidency.ucsb.edu/ws/index.php?pid=23581","1991",961,"41-George H. W. Bush","R","__security__; __USDA__; __DOE__; __energy__; __DOT__; __DOC__; __DOD__; __nuclear__; __war__",TRUE,0.00936524453694069
"12069","Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=31027","1978",107,"39-Jimmy Carter","D","__DOT__; __science/research__",TRUE,0.00934579439252336
"12545","National Commission on Space","http://www.presidency.ucsb.edu/ws/index.php?pid=37058","1986",108,"40-Ronald Reagan","R","__NASA__",TRUE,0.00925925925925926
"10892","Amendment of Executive Order 10152, Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services","http://www.presidency.ucsb.edu/ws/index.php?pid=106559","1960",217,"34-Dwight D. Eisenhower","R","__science/research__; __nuclear__; __DOD__",TRUE,0.00921658986175115
"10887","Designating the Department of Commerce To Perform Functions With Respect to Participation of the United States in the Century 21 Exposition","http://www.presidency.ucsb.edu/ws/index.php?pid=106552","1960",220,"34-Dwight D. Eisenhower","R","__DOC__; __State__; __NSF__; __science/research__",TRUE,0.00909090909090909
"13514","Federal Leadership in Environmental, Energy, and Economic Performance","http://www.presidency.ucsb.edu/ws/index.php?pid=86728","2009",5435,"44-Barack Obama","D","__environment__; __energy__; __economy__; __security__; __health__; __technology__; __CEQ__; __OMB__; __innovation__; __DOE__; __budget__; __EPA__; __DOD__; __GSA__; __DOI__; __DOC__; __DOT__; __HUD__; __DHS__; __DOTr__",TRUE,0.00883164673413064
"13260","Establishing the Presidents Homeland Security Advisory Council and Senior Advisory Committees for Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=61356","2002",799,"43-George W. Bush","R","__security__; __science/research__; __technology__; __PCAST__; __health__; __GSA__",TRUE,0.00876095118898623
"13689","Enhancing Coordination of National Efforts in the Arctic","http://www.presidency.ucsb.edu/ws/index.php?pid=109268","2015",1508,"44-Barack Obama","D","__economy__; __energy__; __environment__; __science/research__; __war__; __OSTP__; __CEQ__; __NSC__; __State__; __HHS__; __security__; __EPA__; __NASA__; __NSF__; __OMB__; __budget__",TRUE,0.00862068965517241
"12194","Radiation Policy Council","http://www.presidency.ucsb.edu/ws/index.php?pid=32963","1980",467,"39-Jimmy Carter","D","__DOD__; __DOJ__; __DOC__; __DOL__; __health__; __education__; __HUD__; __DOT__; __DOE__; __EPA__; __NSF__; __NRC__; __OSTP__; __OMB__; __CEQ__",TRUE,0.00856531049250535
"11195","Placing Additional Positions in Levels IV and V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=60528","1965",123,"36-Lyndon B. Johnson","D","__State__; __science/research__; __economy__",TRUE,0.00813008130081301
"13218","21st Century Workforce Initiative","http://www.presidency.ucsb.edu/ws/index.php?pid=61499","2001",1146,"43-George W. Bush","R","__DOL__; __education__; __technology__; __GSA__; __science/research__; __economy__",TRUE,0.00785340314136126
"13031","Federal Alternative Fueled Vehicle Leadership","http://www.presidency.ucsb.edu/ws/index.php?pid=52345","1996",1407,"42-William J. Clinton","D","__energy__; __economy__; __GSA__; __budget__; __OMB__; __DOE__; __DOD__; __security__",TRUE,0.007818052594172
"12618","Uniform Treatment of Federally Funded Inventions","http://www.presidency.ucsb.edu/ws/index.php?pid=33850","1987",256,"40-Ronald Reagan","R","__science/research__",TRUE,0.0078125
"12869","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=61562","1993",524,"42-William J. Clinton","D","__DOI__; __health__; __DOL__; __art__; __HHS__; __science/research__; __NSF__; __DOC__; __security__; __DOD__; __PCAST__; __OSTP__; __GSA__; __education__",TRUE,0.00763358778625954
"10096","Providing for a Uniform Patent Policy for the Government with Respect to Inventions Made by Government Employees and for the Administration of Such Policy","http://www.presidency.ucsb.edu/ws/index.php?pid=59346","1950",1692,"33-Harry S. Truman","D","__science/research__; __technology__; __foreign__; __art__; __security__; __health__; __USDA__; __university__; __DOC__; __DOI__; __DOJ__; __State__; __DOD__; __NASA__; __GSA__; __AEC__",TRUE,0.00709219858156028
"12261","Gasohol in Federal Motor Vehicles","http://www.presidency.ucsb.edu/ws/index.php?pid=44473","1981",578,"39-Jimmy Carter","D","__energy__; __security__; __DOD__; __GSA__; __DOE__",TRUE,0.0069204152249135
"12235","Management of Natural Gas Supply Emergencies","http://www.presidency.ucsb.edu/ws/index.php?pid=44980","1980",298,"39-Jimmy Carter","D","__DOE__; __EPA__",TRUE,0.00671140939597315
"11514","Protection and Enhancement of Environmental Quality","http://www.presidency.ucsb.edu/ws/index.php?pid=59077","1970",1061,"37-Richard Nixon","R","__environment__; __CEQ__; __science/research__; __foreign__; __State__; __technology__; __budget__; __OSTP__",TRUE,0.00659754948162111
"12420","Incentive Pay for Hazardous Duty","http://www.presidency.ucsb.edu/ws/index.php?pid=41308","1983",314,"40-Ronald Reagan","R","__medical__; __science/research__",TRUE,0.00636942675159236
"10831","Establishing the Federal Radiation Council","http://www.presidency.ucsb.edu/ws/index.php?pid=106519","1959",334,"34-Dwight D. Eisenhower","R","__DOD__; __DOC__; __health__; __education__; __AEC__; __OSTP__",TRUE,0.00598802395209581
"12140","Gasoline End-User Allocation","http://www.presidency.ucsb.edu/ws/index.php?pid=32407","1979",505,"39-Jimmy Carter","D","__DOE__; __health__",TRUE,0.00594059405940594
"12375","Motor Vehicles","http://www.presidency.ucsb.edu/ws/index.php?pid=42823","1982",355,"40-Ronald Reagan","R","__GSA__; __economy__; __energy__; __DOT__; __DOE__",TRUE,0.00563380281690141
"13576","Delivering an Efficient, Effective, and Accountable Government","http://www.presidency.ucsb.edu/ws/index.php?pid=90527","2011",1151,"44-Barack Obama","D","__technology__; __art__; __innovation__; __OMB__; __budget__",TRUE,0.0052128583840139
"12142","Alaska Natural Gas Transportation System","http://www.presidency.ucsb.edu/ws/index.php?pid=32510","1979",588,"39-Jimmy Carter","D","__USDA__; __energy__; __EPA__; __engineering__",TRUE,0.00510204081632653
"10485","Providing for the Performance of Certain Functions Heretofore Performed by the President With Respect to Electric Power and Natural Gas Facilities Located on the Borders of the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=59222","1953",599,"34-Dwight D. Eisenhower","R","__energy__; __foreign__; __State__; __DOD__",TRUE,0.00500834724540901
"12191","Federal Facility Ridesharing Program","http://www.presidency.ucsb.edu/ws/index.php?pid=32887","1980",605,"39-Jimmy Carter","D","__economy__; __OMB__; __GSA__; __DOT__; __DOE__; __energy__; __EPA__",TRUE,0.00495867768595041
"11311","Carrying out Provisions of the Beirut Agreement of 1948 Relating to Audio-Visual Materials","http://www.presidency.ucsb.edu/ws/index.php?pid=59164","1966",203,"36-Lyndon B. Johnson","D","__war__; __education__; __science/research__",TRUE,0.00492610837438424
"13588","Reducing Prescription Drug Shortages","http://www.presidency.ucsb.edu/ws/index.php?pid=96970","2011",852,"44-Barack Obama","D","__health__; __medical__; __HHS__; __DOJ__; __OMB__; __budget__",TRUE,0.00469483568075117
"12185","Conservation of Petroleum and Natural Gas","http://www.presidency.ucsb.edu/ws/index.php?pid=31844","1979",652,"39-Jimmy Carter","D","__OMB__; __DOE__",TRUE,0.00460122699386503
"13546","Optimizing the Security of Biological Select Agents and Toxins in the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=88148","2010",1648,"44-Barack Obama","D","__security__; __science/research__; __HHS__; __DOJ__; __health__; __USDA__; __economy__; __State__; __DOD__; __DOC__; __DOT__; __DOL__; __DOE__; __VA__; __DHS__; __EPA__; __OSTP__; __computing__; __OMB__; __budget__",TRUE,0.00424757281553398
"12893","Principles for Federal Infrastructure Investments","http://www.presidency.ucsb.edu/ws/index.php?pid=50520","1994",942,"42-William J. Clinton","D","__economy__; __environment__; __energy__; __innovation__; __technology__; __OMB__; __budget__",TRUE,0.00424628450106157
"13517","Amendments to Executive Orders 13183 and 13494","http://www.presidency.ucsb.edu/ws/index.php?pid=86846","2009",483,"44-Barack Obama","D","__education__; __health__; __energy__; __economy__",TRUE,0.0041407867494824
"12898","Federal Actions To Address Environmental Justice in Minority Populations and Low-Income Populations","http://www.presidency.ucsb.edu/ws/index.php?pid=49631","1994",1707,"42-William J. Clinton","D","__environment__; __health__; __EPA__; __DOD__; __HHS__; __HUD__; __DOL__; __USDA__; __DOT__; __DOJ__; __DOI__; __DOC__; __DOE__; __OMB__; __OSTP__; __economy__; __science/research__",TRUE,0.00410076157000586
"9942","Providing for the Performance of Certain Functions Under the Rubber Act of 1948","http://www.presidency.ucsb.edu/ws/index.php?pid=78179","1948",244,"33-Harry S. Truman","D","__DOC__; __science/research__",TRUE,0.00409836065573771
"13180","Air Traffic Performance-Based Organization","http://www.presidency.ucsb.edu/ws/index.php?pid=61670","2000",886,"42-William J. Clinton","D","__technology__; __security__; __DOT__; __FAA__; __science/research__; __DOD__; __NASA__",TRUE,0.00338600451467269
"12217","Federal Compliance With Fuel Use Prohibitions","http://www.presidency.ucsb.edu/ws/index.php?pid=44609","1980",596,"39-Jimmy Carter","D","__DOE__; __OMB__; __budget__",TRUE,0.00335570469798658
"11969","Administration of the Emergency Natural Gas Act of 1977","http://www.presidency.ucsb.edu/ws/index.php?pid=7444","1977",318,"39-Jimmy Carter","D","__DOI__; __energy__",TRUE,0.00314465408805031
"13337","Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=61431","2004",1496,"43-George W. Bush","R","__energy__; __foreign__; __health__; __environment__; __State__; __DOD__; __DOJ__; __DOI__; __DOC__; __DOT__; __DOE__; __DHS__; __EPA__",TRUE,0.00267379679144385
"12548","Grazing Fees","http://www.presidency.ucsb.edu/ws/index.php?pid=36873","1986",483,"40-Ronald Reagan","R","__USDA__; __energy__",TRUE,0.0020703933747412
"11644","Use of Off-Road Vehicles on the Public Lands","http://www.presidency.ucsb.edu/ws/index.php?pid=59104","1972",1087,"37-Richard Nixon","R","__environment__; __DOI__; __USDA__; __DOD__; __health__; __AEC__; __CEQ__",TRUE,0.000919963201471941
"10235","Establishing a Seal for the Economic Stabilization Agency","http://www.presidency.ucsb.edu/ws/index.php?pid=78387","1951",164,"33-Harry S. Truman","D","__economy__",FALSE,0
"10287","Revoking Executive Order No. 8304 of January 14, 1939 and Abolishing the Federal Real Estate Board","http://www.presidency.ucsb.edu/ws/index.php?pid=78424","1951",47,"33-Harry S. Truman","D","",FALSE,0
"10324","Amending Executive Order No. 10161 of September 9, 1950, with Respect to the Definitions of ""Solid Fuels"" and ""Domestic Transportation, Storage, and Port Facilities""","http://www.presidency.ucsb.edu/ws/index.php?pid=60801","1952",301,"33-Harry S. Truman","D","__foreign__; __war__",FALSE,0
"10477","Authorizing the Director of the United States Information Agency To Exercise Certain Authority Available by Law to the Secretary of State and the Director of the Foreign Operations Administration","http://www.presidency.ucsb.edu/ws/index.php?pid=59220","1953",1252,"34-Dwight D. Eisenhower","R","__State__; __foreign__; __security__",FALSE,0
"10579","Regulations Relating to the Establishment and Operation of Interagency Motor-Vehicle Pools and Systems","http://www.presidency.ucsb.edu/ws/index.php?pid=59237","1954",1908,"34-Dwight D. Eisenhower","R","__budget__; __GSA__; __economy__; __OMB__; __foreign__; __State__",FALSE,0
"10739","Amendment of Executive Order No. 10152, Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services","http://www.presidency.ucsb.edu/ws/index.php?pid=106344","1957",154,"34-Dwight D. Eisenhower","R","",FALSE,0
"11357","Administration of the National Traffic and Motor Vehicle Safety Act Through the National Highway Safety Bureau and its Director","http://www.presidency.ucsb.edu/ws/index.php?pid=106093","1967",121,"36-Lyndon B. Johnson","D","__DOT__",FALSE,0
"11380","Amending Prior Executive Orders Relating to Mutual Educational and Cultural Exchange and to Allowances and Benefits for Government Personnel on Overseas Duty","http://www.presidency.ucsb.edu/ws/index.php?pid=106110","1967",559,"36-Lyndon B. Johnson","D","__education__; __foreign__",FALSE,0
"11394","Establishing the President's Commission for the Observance of Human Rights Year 1968","http://www.presidency.ucsb.edu/ws/index.php?pid=60559","1968",854,"36-Lyndon B. Johnson","D","__State__; __DOJ__; __DOL__; __health__; __education__; __HUD__",FALSE,0
"11411","Amending Executive Order No. 11394, Relating to the President's Commission for the Observance of Human Rights Year 1968","http://www.presidency.ucsb.edu/ws/index.php?pid=106185","1968",105,"36-Lyndon B. Johnson","D","",FALSE,0
"11447","Interagency Advisory Committee on Compensation for Motor Vehicle Accident Losses","http://www.presidency.ucsb.edu/ws/index.php?pid=105974","1969",158,"36-Lyndon B. Johnson","D","__DOT__; __DOC__; __DOD__; __health__; __education__; __HUD__; __DOL__; __DOTr__; __DOJ__",FALSE,0
"11989","Off-Road Vehicles on Public Lands","http://www.presidency.ucsb.edu/ws/index.php?pid=7576","1977",314,"39-Jimmy Carter","D","__environment__",FALSE,0
"12243","Variable Housing Allowance","http://www.presidency.ucsb.edu/ws/index.php?pid=45206","1980",237,"39-Jimmy Carter","D","",FALSE,0
"12394","Incentive Pay for Hazardous Duty","http://www.presidency.ucsb.edu/ws/index.php?pid=42016","1982",663,"40-Ronald Reagan","R","__health__",FALSE,0
"12437","Fuel Use Prohibitions","http://www.presidency.ucsb.edu/ws/index.php?pid=41707","1983",91,"40-Ronald Reagan","R","",FALSE,0
"12445","Certification of Containers and Vehicles for Use in International Transport","http://www.presidency.ucsb.edu/ws/index.php?pid=40649","1983",318,"40-Ronald Reagan","R","__DOTr__; __DOT__",FALSE,0
"12469","East-West Foreign Trade Report","http://www.presidency.ucsb.edu/ws/index.php?pid=39688","1984",148,"40-Ronald Reagan","R","__foreign__",FALSE,0
"12488","Incentive Pay for Hazardous Duty","http://www.presidency.ucsb.edu/ws/index.php?pid=40450","1984",665,"40-Ronald Reagan","R","__health__",FALSE,0
"12566","Safety Belt Use Requirements for Federal Employees","http://www.presidency.ucsb.edu/ws/index.php?pid=36496","1986",543,"40-Ronald Reagan","R","__health__; __education__; __DOL__; __DOT__; __DOD__",FALSE,0
"12679","Level IV of the Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=23528","1989",85,"41-George H. W. Bush","R","__DOD__",FALSE,0
"12848","Federal Plan To Break the Cycle of Homelessness","http://www.presidency.ucsb.edu/ws/index.php?pid=61544","1993",350,"42-William J. Clinton","D","__education__",FALSE,0
"13043","Increasing Seat Belt Use in the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=54003","1997",1001,"42-William J. Clinton","D","__health__; __DOD__; __education__; __DOT__; __DOTr__; __DOJ__",FALSE,0
"13046","Further Amendment to Executive Order 12975, Extension of the National Bioethics Advisory Commission","http://www.presidency.ucsb.edu/ws/index.php?pid=54145","1997",89,"42-William J. Clinton","D","",FALSE,0
"13107","Implementation of Human Rights Treaties","http://www.presidency.ucsb.edu/ws/index.php?pid=55386","1998",1179,"42-William J. Clinton","D","__security__; __State__; __DOJ__; __DOL__; __DOD__; __education__",FALSE,0
"13513","Federal Leadership on Reducing Text Messaging While Driving","http://www.presidency.ucsb.edu/ws/index.php?pid=86711","2009",1064,"44-Barack Obama","D","__economy__; __education__; __DOT__; __security__; __GSA__; __health__; __OMB__; __budget__",FALSE,0
"9732","Relating to the Administration of the Act of February 22, 1935, as Amended","http://www.presidency.ucsb.edu/ws/index.php?pid=60694","1946",165,"33-Harry S. Truman","D","__foreign__",FALSE,0
"9847","Liquidation of the Solid Fuels Administration for War","http://www.presidency.ucsb.edu/ws/index.php?pid=78102","1947",250,"33-Harry S. Truman","D","__war__; __DOI__",FALSE,0
